source,comparison,feature,MWW_pval,MWW_qval,FC,Log2FC,Log10FC,diffmean,source_true_summary,source_false_summary
BF,5_vs_1,fail_no.failure,1.0,,1.005167196155474,0.007435494440977803,0.002238306859327104,0.004869116639531379,0.95 ± 0.07,0.94 ± 0.12
BF,5_vs_1,fail_other,0.4237107971667934,,inf,inf,inf,0.00065359477124182,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_1,fail_parents.refused.to.feed,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_1,fever,0.4237107971667934,,inf,inf,inf,0.00115942028985506,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_1,ors,0.10599754842494577,,0.1455553895400076,-2.780359835167754,-0.8369717091248565,-0.011220701822117799,0.0 ± 0.0,0.01 ± 0.01
BF,5_vs_1,rash,0.17971249487899976,,inf,inf,inf,0.00427962489343562,0.0 ± 0.01,0.0 ± 0.0
BF,5_vs_1,zinc,0.17971249487899976,,0.0,-inf,-inf,-0.006427297108897781,0.0 ± 0.0,0.01 ± 0.01
BF,5_vs_4,antibiotic,0.6601112936042748,,0.9983760813936302,-0.002344723656096628,-0.0007058321520280019,-6.753206771341336e-05,0.04 ± 0.03,0.04 ± 0.04
BF,5_vs_4,base_temp,0.8809915499853669,,0.9986206896551725,-0.0019912978190913637,-0.0005994403738467683,-0.04999999999999716,36.2 ± 0.16,36.25 ± 0.23
BF,5_vs_4,comp_cookies.ruti.bread,1.0,,0.5114897775590876,-0.9672226877851487,-0.29116304151006756,-0.02821822210559897,0.03 ± 0.05,0.06 ± 0.12
BF,5_vs_4,comp_halwa,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_4,comp_khichuri,0.8252528187404617,,1.5157325257986825,0.600015190349805,0.18062257014932467,0.012106389382453238,0.04 ± 0.03,0.02 ± 0.03
BF,5_vs_4,comp_none,0.16579019957505914,,0.0,-inf,-inf,-0.047029225340362135,0.0 ± 0.0,0.05 ± 0.08
BF,5_vs_4,comp_others,0.45797163004197505,,0.9612855100609315,-0.05696310741230547,-0.01714760397733321,-0.0013588450555488685,0.03 ± 0.06,0.04 ± 0.03
BF,5_vs_4,comp_rice.and.curry,0.5236985236985237,,1.1546564410439346,0.20746365291115276,0.06245278253627801,0.11070483634899309,0.83 ± 0.16,0.72 ± 0.25
BF,5_vs_4,comp_suji,0.8173442905593035,,0.5880832152200487,-0.7659077804874421,-0.23056121583914418,-0.04784224908053136,0.07 ± 0.1,0.12 ± 0.21
BF,5_vs_4,comp_tea.drinks.juice,0.1799356172025578,,1.3500878982363278,0.43305333781057553,0.13036204440339014,0.0016373158505950678,0.01 ± 0.01,0.0 ± 0.01
BF,5_vs_4,cough,0.5526774707742297,,1.455065071183937,0.5410836725666921,0.16288241560660235,0.013019116439176054,0.04 ± 0.04,0.03 ± 0.03
BF,5_vs_4,days_to_recovery,,,1.8445945945945945,0.8833037752909026,0.26590093164579864,41.666666666666664,91.0 ± nan,49.33 ± 24.68
BF,5_vs_4,diarrhoea,0.08333177578343046,,0.059692559613192545,-4.066305071988246,-1.2240797981890466,-0.05031322252080719,0.0 ± 0.0,0.05 ± 0.08
BF,5_vs_4,fail_child.is.sick,0.6907457627351756,,0.6782333246897728,-0.5601464226096493,-0.1686208751693773,-0.0054936045321791575,0.01 ± 0.02,0.02 ± 0.04
BF,5_vs_4,fail_child.or.parents.not.at.home,0.44137494977317104,,0.3847263175125727,-1.378095573164904,-0.41484810441438275,-0.03808302316327896,0.02 ± 0.03,0.06 ± 0.09
BF,5_vs_4,fail_child.refused.to.take,1.0,,0.4847327459277737,-1.04473854840151,-0.3144976406953005,-0.014485222202267261,0.01 ± 0.02,0.03 ± 0.05
BF,5_vs_4,fail_child.vomiting,0.2683816272927607,,inf,inf,inf,0.0031446540880503,0.0 ± 0.01,0.0 ± 0.0
BF,5_vs_4,fail_no.failure,0.3386812907426263,,1.066725980303926,0.09318962543328044,0.02805287254010844,0.05924826361512048,0.95 ± 0.07,0.89 ± 0.13
BF,5_vs_4,fail_other,0.2683816272927607,,inf,inf,inf,0.00065359477124182,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_4,fail_parents.refused.to.feed,0.5270892568655381,,0.0,-inf,-inf,-0.004984662576687112,0.0 ± 0.0,0.0 ± 0.01
BF,5_vs_4,fever,1.0,,1.3541393686718441,0.4373762294184046,0.13166336444535076,0.00030321573906924755,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_4,ors,0.38143513784958727,,0.2711830454819662,-1.8826611117070025,-0.5667374662939049,-0.005137127339121272,0.0 ± 0.0,0.01 ± 0.01
BF,5_vs_4,rash,0.08089265412686569,,inf,inf,inf,0.00427962489343562,0.0 ± 0.01,0.0 ± 0.0
BF,5_vs_4,zinc,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,5_vs_7,antibiotic,0.3333333333333333,,0.3068306421886171,-1.704485527541743,-0.5131012709652096,-0.09379519363124322,0.04 ± 0.03,0.14 ± nan
BF,5_vs_7,base_temp,0.3333333333333333,,0.9917808219178083,-0.011906766684174168,-0.003584293923308986,-0.29999999999999716,36.2 ± 0.16,36.5 ± nan
BF,5_vs_7,comp_cookies.ruti.bread,0.6666666666666666,,1.1190399504240707,0.1622615423463448,0.04884559138895107,0.003142968988094276,0.03 ± 0.05,0.03 ± nan
BF,5_vs_7,comp_halwa,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,5_vs_7,comp_khichuri,1.0,,3.5936357920874094,1.8454442019545185,0.555534060112488,0.02567956229789514,0.04 ± 0.03,0.01 ± nan
BF,5_vs_7,comp_none,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,5_vs_7,comp_others,0.5338294217441396,,0.8519422863485016,-0.2311723945055209,-0.06958982491562911,-0.0058636718277821145,0.03 ± 0.06,0.04 ± nan
BF,5_vs_7,comp_rice.and.curry,1.0,,1.154075601113587,0.2067377350571611,0.0622342594878385,0.11034457241468121,0.83 ± 0.16,0.72 ± nan
BF,5_vs_7,comp_suji,0.5524529048817779,,0.3285057397309484,-1.606009517006321,-0.48345703794072536,-0.139617618471783,0.07 ± 0.1,0.21 ± nan
BF,5_vs_7,comp_tea.drinks.juice,0.5338294217441396,,inf,inf,inf,0.0063141865988943805,0.01 ± 0.01,0.0 ± nan
BF,5_vs_7,cough,0.3333333333333333,,0.34090339713205015,-1.5525651187561083,-0.4673686709671997,-0.08048374358453513,0.04 ± 0.04,0.12 ± nan
BF,5_vs_7,days_to_recovery,,,,,,,91.0 ± nan,nan ± nan
BF,5_vs_7,diarrhoea,0.21337370709311831,,0.12097206807251168,-3.0472541209837125,-0.9173148948267759,-0.02320865826871256,0.0 ± 0.0,0.03 ± nan
BF,5_vs_7,fail_child.is.sick,0.23476366282766925,,0.15948336926663637,-2.6485221055523342,-0.7972845979503775,-0.06102761015225742,0.01 ± 0.02,0.07 ± nan
BF,5_vs_7,fail_child.or.parents.not.at.home,0.5338294217441396,,0.4244325477138691,-1.2363928009699514,-0.37219131951496204,-0.0322925633295849,0.02 ± 0.03,0.06 ± nan
BF,5_vs_7,fail_child.refused.to.take,0.21337370709311831,,0.1720387840670857,-2.5391942551126268,-0.76437363560656,-0.06558108641052786,0.01 ± 0.02,0.08 ± nan
BF,5_vs_7,fail_child.vomiting,1.0,,inf,inf,inf,0.0031446540880503,0.0 ± 0.01,0.0 ± nan
BF,5_vs_7,fail_no.failure,0.23476366282766925,,1.195817551429261,0.2579972911020253,0.07766492342176157,0.155103011033078,0.95 ± 0.07,0.79 ± nan
BF,5_vs_7,fail_other,1.0,,inf,inf,inf,0.00065359477124182,0.0 ± 0.0,0.0 ± nan
BF,5_vs_7,fail_parents.refused.to.feed,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,5_vs_7,fever,1.0,,inf,inf,inf,0.00115942028985506,0.0 ± 0.0,0.0 ± nan
BF,5_vs_7,ors,0.21337370709311831,,0.072396411394746,-3.7879380033960364,-1.1402829607377385,-0.02449118385756446,0.0 ± 0.0,0.03 ± nan
BF,5_vs_7,rash,0.7290344895388041,,inf,inf,inf,0.00427962489343562,0.0 ± 0.01,0.0 ± nan
BF,5_vs_7,zinc,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,5_vs_0,antibiotic,0.6666666666666666,,2.4495819255916444,1.2925355429652379,0.3890919688943671,0.02456918517951928,0.04 ± 0.03,0.02 ± nan
BF,5_vs_0,base_temp,0.3333333333333333,,0.9917808219178083,-0.011906766684174168,-0.003584293923308986,-0.29999999999999716,36.2 ± 0.16,36.5 ± nan
BF,5_vs_0,comp_cookies.ruti.bread,0.37285793639518316,,inf,inf,inf,0.029545609252120675,0.03 ± 0.05,0.0 ± nan
BF,5_vs_0,comp_halwa,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,5_vs_0,comp_khichuri,0.5338294217441396,,inf,inf,inf,0.03558055239690504,0.04 ± 0.03,0.0 ± nan
BF,5_vs_0,comp_none,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,5_vs_0,comp_others,0.7290344895388041,,inf,inf,inf,0.03374028856825748,0.03 ± 0.06,0.0 ± nan
BF,5_vs_0,comp_rice.and.curry,0.3333333333333333,,3.751111937308266,1.907318315249439,0.5741600241693705,0.60617720652555,0.83 ± 0.16,0.22 ± nan
BF,5_vs_0,comp_suji,0.23476366282766925,,0.08760624440952325,-3.5128224836745274,-1.0574649370288787,-0.7113578433417277,0.07 ± 0.1,0.78 ± nan
BF,5_vs_0,comp_tea.drinks.juice,0.5338294217441396,,inf,inf,inf,0.0063141865988943805,0.01 ± 0.01,0.0 ± nan
BF,5_vs_0,cough,0.37285793639518316,,inf,inf,inf,0.04162846763658698,0.04 ± 0.04,0.0 ± nan
BF,5_vs_0,days_to_recovery,,,1.8958333333333333,0.9228321394775401,0.27780015494550636,43.0,91.0 ± nan,48.0 ± nan
BF,5_vs_0,diarrhoea,0.7290344895388041,,inf,inf,inf,0.0031939819953138394,0.0 ± 0.0,0.0 ± nan
BF,5_vs_0,fail_child.is.sick,0.5338294217441396,,inf,inf,inf,0.01157965057381518,0.01 ± 0.02,0.0 ± nan
BF,5_vs_0,fail_child.or.parents.not.at.home,0.7290344895388041,,inf,inf,inf,0.0238130472314712,0.02 ± 0.03,0.0 ± nan
BF,5_vs_0,fail_child.refused.to.take,1.0,,4.019916142557736,2.0071654063848143,0.6042169935809137,0.01023700387307684,0.01 ± 0.02,0.0 ± nan
BF,5_vs_0,fail_child.vomiting,1.0,,inf,inf,inf,0.0031446540880503,0.0 ± 0.01,0.0 ± nan
BF,5_vs_0,fail_no.failure,1.0,,0.9504039271816042,-0.07338729734956823,-0.02209177780293182,-0.049427950537655474,0.95 ± 0.07,1.0 ± nan
BF,5_vs_0,fail_other,1.0,,inf,inf,inf,0.00065359477124182,0.0 ± 0.0,0.0 ± nan
BF,5_vs_0,fail_parents.refused.to.feed,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,5_vs_0,fever,1.0,,inf,inf,inf,0.00115942028985506,0.0 ± 0.0,0.0 ± nan
BF,5_vs_0,ors,0.7290344895388041,,inf,inf,inf,0.00191145640646194,0.0 ± 0.0,0.0 ± nan
BF,5_vs_0,rash,0.7290344895388041,,inf,inf,inf,0.00427962489343562,0.0 ± 0.01,0.0 ± nan
BF,5_vs_0,zinc,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,2_vs_1,antibiotic,0.32516268037829177,,2.461427169599364,1.2994950527508113,0.39118699009494173,0.029975601233419788,0.05 ± 0.04,0.02 ± 0.02
BF,2_vs_1,base_temp,0.21090292605661043,,0.9925864909390446,-0.010735275138357927,-0.0032316398283515316,-0.269999999999996,36.15 ± 0.24,36.42 ± 0.28
BF,2_vs_1,comp_cookies.ruti.bread,1.0,,1.2693588233369346,0.3440999489850098,0.10358440615093364,0.003494322806554352,0.02 ± 0.03,0.01 ± 0.02
BF,2_vs_1,comp_halwa,1.0,,0.1528742283950608,-2.709582877857864,-0.8156657219727504,-0.004275713673715781,0.0 ± 0.0,0.01 ± 0.01
BF,2_vs_1,comp_khichuri,0.383220631285644,,0.23383699001717848,-2.0964249310859344,-0.6310867879146609,-0.04437131648166372,0.01 ± 0.02,0.06 ± 0.09
BF,2_vs_1,comp_none,1.0,,0.8408082561728394,-0.2501512592205581,-0.07530303247850403,-0.006427931611948441,0.03 ± 0.07,0.04 ± 0.09
BF,2_vs_1,comp_others,0.2622393495020251,,23.989987564264183,4.584360504666312,1.3800300228418263,0.2607290363721006,0.27 ± 0.46,0.01 ± 0.02
BF,2_vs_1,comp_rice.and.curry,0.1111111111111111,,0.5771076289516034,-0.7930876923518072,-0.23874318458982138,-0.33480492404428025,0.46 ± 0.41,0.79 ± 0.36
BF,2_vs_1,comp_suji,0.6873218011739946,,2.706021676178468,1.4361733958517489,0.43233127112597713,0.1300631336043661,0.21 ± 0.41,0.08 ± 0.15
BF,2_vs_1,comp_tea.drinks.juice,0.24042078636843522,,0.0,-inf,-inf,-0.004406606971412879,0.0 ± 0.0,0.0 ± 0.01
BF,2_vs_1,cough,1.0,,0.5450144011652595,-0.8756337435020055,-0.2635920220096443,-0.019685652292409928,0.02 ± 0.03,0.04 ± 0.07
BF,2_vs_1,days_to_recovery,,,0.6645569620253164,-0.5895352305109803,-0.17746778788448456,-26.5,52.5 ± 3.54,79.0 ± nan
BF,2_vs_1,diarrhoea,0.8057007967202067,,0.8385844018650976,-0.2539720993812815,-0.07645321997551936,-0.008639427546201471,0.04 ± 0.06,0.05 ± 0.1
BF,2_vs_1,fail_child.is.sick,0.37109336952269756,,inf,inf,inf,0.004629629629629625,0.0 ± 0.01,0.0 ± 0.0
BF,2_vs_1,fail_child.or.parents.not.at.home,0.8932728301422118,,1.0524690761702995,0.07377784439744726,0.022209344179061428,0.0021507006161856357,0.04 ± 0.08,0.04 ± 0.09
BF,2_vs_1,fail_child.refused.to.take,0.7710186241805638,,0.2310605687290967,-2.113657014885875,-0.6362741620262383,-0.012839002900057999,0.0 ± 0.01,0.02 ± 0.03
BF,2_vs_1,fail_child.vomiting,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,2_vs_1,fail_no.failure,0.8982119432176432,,1.006429574882661,0.00924622290777195,0.0027833904418347937,0.006058672654242647,0.95 ± 0.1,0.94 ± 0.12
BF,2_vs_1,fail_other,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,2_vs_1,fail_parents.refused.to.feed,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,2_vs_1,fever,0.13121041451299884,,inf,inf,inf,0.002781023319215225,0.0 ± 0.0,0.0 ± 0.0
BF,2_vs_1,ors,0.9008653893206502,,0.7772852761232796,-0.3634839069192871,-0.10941955892383994,-0.002924724993783538,0.01 ± 0.01,0.01 ± 0.01
BF,2_vs_1,rash,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,2_vs_1,zinc,0.7710186241805638,,0.3493706520781965,-1.5171696711762743,-0.4567135795357177,-0.004181788126861856,0.0 ± 0.0,0.01 ± 0.01
BF,2_vs_4,antibiotic,0.7336467888227649,,1.2140370095152722,0.2798124023434302,0.08423192626417095,0.008900915207858656,0.05 ± 0.04,0.04 ± 0.04
BF,2_vs_4,base_temp,0.43321066657406815,,0.9972413793103447,-0.003985347951179152,-0.0011997092764629166,-0.10000000000000142,36.15 ± 0.24,36.25 ± 0.23
BF,2_vs_4,comp_cookies.ruti.bread,0.3646797575093157,,0.2850757209348924,-1.8105829204952972,-0.5450397687059778,-0.04129676548945617,0.02 ± 0.03,0.06 ± 0.12
BF,2_vs_4,comp_halwa,0.2159249389401403,,inf,inf,inf,0.0007716049382716,0.0 ± 0.0,0.0 ± 0.0
BF,2_vs_4,comp_khichuri,0.5494086252144355,,0.5769049024945899,-0.7935945715220575,-0.23889577042424398,-0.009931803289457374,0.01 ± 0.02,0.02 ± 0.03
BF,2_vs_4,comp_none,0.8398440133681753,,0.7219046675389948,-0.470119762968257,-0.14152015020788627,-0.013078608056411534,0.03 ± 0.07,0.05 ± 0.08
BF,2_vs_4,comp_others,0.39493807393670455,,7.751473906491942,2.9544706581819162,0.889384289421862,0.23697088480160255,0.27 ± 0.46,0.04 ± 0.03
BF,2_vs_4,comp_rice.and.curry,0.2828282828282829,,0.6382932020998977,-0.6477088118891997,-0.1949797808345282,-0.25891383247642347,0.46 ± 0.41,0.72 ± 0.25
BF,2_vs_4,comp_suji,0.7763422280609799,,1.776228526563557,0.8288172083378498,0.24949884063217592,0.0901553903201738,0.21 ± 0.41,0.12 ± 0.21
BF,2_vs_4,comp_tea.drinks.juice,0.5958830905651777,,0.0,-inf,-inf,-0.004676870748299313,0.0 ± 0.0,0.0 ± 0.01
BF,2_vs_4,cough,0.9298326175092251,,0.824237042069268,-0.27886879359752875,-0.08394787172748373,-0.005028464190936076,0.02 ± 0.03,0.03 ± 0.03
BF,2_vs_4,days_to_recovery,,,1.064189189189189,0.08975465275832882,0.027018842730661866,3.1666666666666643,52.5 ± 3.54,49.33 ± 24.68
BF,2_vs_4,diarrhoea,1.0,,0.8388300598842975,-0.25354953284609333,-0.07632601477326392,-0.008623752947621875,0.04 ± 0.06,0.05 ± 0.08
BF,2_vs_4,fail_child.is.sick,0.8398440133681753,,0.2711626810990591,-1.8827694543851308,-0.5667700806898321,-0.012443625476364711,0.0 ± 0.01,0.02 ± 0.04
BF,2_vs_4,fail_child.or.parents.not.at.home,0.6597363749148897,,0.6969839997159178,-0.5208025575819769,-0.15677719165069284,-0.018755499684319187,0.04 ± 0.08,0.06 ± 0.09
BF,2_vs_4,fail_child.refused.to.take,0.6860759351682861,,0.13723736930647376,-2.8652547185343598,-0.8625276154966,-0.0242540318924606,0.0 ± 0.01,0.03 ± 0.05
BF,2_vs_4,fail_child.vomiting,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,2_vs_4,fail_no.failure,0.2662361444821614,,1.0680656700494966,0.09500035390007466,0.028597956122616154,0.060437819629831746,0.95 ± 0.1,0.89 ± 0.13
BF,2_vs_4,fail_other,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,2_vs_4,fail_parents.refused.to.feed,0.5958830905651777,,0.0,-inf,-inf,-0.004984662576687112,0.0 ± 0.0,0.0 ± 0.01
BF,2_vs_4,fever,0.47936420345039843,,3.248082852004046,1.6995884332160898,0.5116270986815921,0.0019248187684294126,0.0 ± 0.0,0.0 ± 0.0
BF,2_vs_4,ors,0.7856641679105147,,1.4481537856725315,0.5342148165414645,0.16081468390711154,0.003158849489212988,0.01 ± 0.01,0.01 ± 0.01
BF,2_vs_4,rash,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,2_vs_4,zinc,0.2159249389401403,,inf,inf,inf,0.002245508982035925,0.0 ± 0.0,0.0 ± 0.0
BF,2_vs_7,antibiotic,0.4,,0.3731096549812595,-1.4223284015422162,-0.4281635125490107,-0.08482674635567117,0.05 ± 0.04,0.14 ± nan
BF,2_vs_7,base_temp,0.456056540250256,,0.9904109589041096,-0.013900816816261801,-0.004184562825925086,-0.3500000000000014,36.15 ± 0.24,36.5 ± nan
BF,2_vs_7,comp_cookies.ruti.bread,0.6926327840419602,,0.6236901197604792,-0.6810986903638038,-0.20503113580695911,-0.009935574395762925,0.02 ± 0.03,0.03 ± nan
BF,2_vs_7,comp_halwa,1.0,,inf,inf,inf,0.0007716049382716,0.0 ± 0.0,0.0 ± nan
BF,2_vs_7,comp_khichuri,0.7168005169944945,,1.3677783322244372,0.4518344400826563,0.1360157195389194,0.0036413696259845266,0.01 ± 0.02,0.01 ± nan
BF,2_vs_7,comp_none,1.0,,inf,inf,inf,0.0339506172839506,0.03 ± 0.07,0.0 ± nan
BF,2_vs_7,comp_others,1.0,,6.869767965241576,2.780261371088701,0.836942068483566,0.23246605802936932,0.27 ± 0.46,0.04 ± nan
BF,2_vs_7,comp_rice.and.curry,1.0,,0.6379721142283281,-0.6484347297431912,-0.19519830388296766,-0.25927409641073534,0.46 ± 0.41,0.72 ± nan
BF,2_vs_7,comp_suji,0.6926327840419602,,0.9922086720867209,-0.011284528181029119,-0.0033969814694052693,-0.0016199790710778317,0.21 ± 0.41,0.21 ± nan
BF,2_vs_7,comp_tea.drinks.juice,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,2_vs_7,cough,0.27650048008343264,,0.1931083449449157,-2.372517584920329,-0.7141989583012858,-0.09853132421464725,0.02 ± 0.03,0.12 ± nan
BF,2_vs_7,days_to_recovery,,,,,,,52.5 ± 3.54,nan ± nan
BF,2_vs_7,diarrhoea,1.0,,1.6999607281569054,0.7655014181584407,0.23043888858900685,0.01848081130447275,0.04 ± 0.06,0.03 ± nan
BF,2_vs_7,fail_child.is.sick,0.2356799134290376,,0.0637626262626262,-3.971145137327816,-1.1954338034708325,-0.06797763109644298,0.0 ± 0.01,0.07 ± nan
BF,2_vs_7,fail_child.or.parents.not.at.home,0.7168005169944945,,0.7689172308976816,-0.3790997853870245,-0.11412040675127216,-0.012965039850625124,0.04 ± 0.08,0.06 ± nan
BF,2_vs_7,fail_child.refused.to.take,0.2356799134290376,,0.04870756172839476,-4.359710425245477,-1.3124036104078594,-0.0753498961007212,0.0 ± 0.01,0.08 ± nan
BF,2_vs_7,fail_child.vomiting,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,2_vs_7,fail_no.failure,0.27650048008343264,,1.1973193658978338,0.25980801956881927,0.07821000700426921,0.15629256704778927,0.95 ± 0.1,0.79 ± nan
BF,2_vs_7,fail_other,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,2_vs_7,fail_parents.refused.to.feed,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,2_vs_7,fever,0.6926327840419602,,inf,inf,inf,0.002781023319215225,0.0 ± 0.0,0.0 ± nan
BF,2_vs_7,ors,0.27650048008343264,,0.3866065337679061,-1.37106207514757,-0.412730810536722,-0.016195207029230198,0.01 ± 0.01,0.03 ± nan
BF,2_vs_7,rash,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,2_vs_7,zinc,1.0,,inf,inf,inf,0.002245508982035925,0.0 ± 0.0,0.0 ± nan
BF,2_vs_0,antibiotic,0.8,,2.978720314850399,1.5746926689647647,0.47402972731056603,0.03353763245509135,0.05 ± 0.04,0.02 ± nan
BF,2_vs_0,base_temp,0.456056540250256,,0.9904109589041096,-0.013900816816261801,-0.004184562825925086,-0.3500000000000014,36.15 ± 0.24,36.5 ± nan
BF,2_vs_0,comp_cookies.ruti.bread,1.0,,inf,inf,inf,0.016467065868263474,0.02 ± 0.03,0.0 ± nan
BF,2_vs_0,comp_halwa,1.0,,inf,inf,inf,0.0007716049382716,0.0 ± 0.0,0.0 ± nan
BF,2_vs_0,comp_khichuri,0.6926327840419602,,inf,inf,inf,0.013542359724994426,0.01 ± 0.02,0.0 ± nan
BF,2_vs_0,comp_none,1.0,,inf,inf,inf,0.0339506172839506,0.03 ± 0.07,0.0 ± nan
BF,2_vs_0,comp_others,0.468159909854428,,inf,inf,inf,0.2720700184254089,0.27 ± 0.46,0.0 ± nan
BF,2_vs_0,comp_rice.and.curry,1.0,,2.07361182494676,1.0521458504490868,0.3167274607985644,0.23655853770013344,0.46 ± 0.41,0.22 ± nan
BF,2_vs_0,comp_suji,0.6926327840419602,,0.2646032166843407,-1.9180974948492355,-0.5774048805575585,-0.5733602039410225,0.21 ± 0.41,0.78 ± nan
BF,2_vs_0,comp_tea.drinks.juice,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,2_vs_0,cough,0.6926327840419602,,inf,inf,inf,0.02358088700647485,0.02 ± 0.03,0.0 ± nan
BF,2_vs_0,days_to_recovery,,,1.09375,0.12928301694496647,0.03891806603036966,4.5,52.5 ± 3.54,48.0 ± nan
BF,2_vs_0,diarrhoea,0.468159909854428,,inf,inf,inf,0.04488345156849915,0.04 ± 0.06,0.0 ± nan
BF,2_vs_0,fail_child.is.sick,1.0,,inf,inf,inf,0.004629629629629625,0.0 ± 0.01,0.0 ± nan
BF,2_vs_0,fail_child.or.parents.not.at.home,0.6926327840419602,,inf,inf,inf,0.043140570710430974,0.04 ± 0.08,0.0 ± nan
BF,2_vs_0,fail_child.refused.to.take,0.6926327840419602,,1.1381172839506357,0.18664923625196458,0.0561870187796143,0.00046819418288350035,0.0 ± 0.01,0.0 ± nan
BF,2_vs_0,fail_child.vomiting,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,2_vs_0,fail_no.failure,1.0,,0.951597529305209,-0.07157656888277401,-0.02154669422042411,-0.048238394522944206,0.95 ± 0.1,1.0 ± nan
BF,2_vs_0,fail_other,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,2_vs_0,fail_parents.refused.to.feed,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,2_vs_0,fever,0.6926327840419602,,inf,inf,inf,0.002781023319215225,0.0 ± 0.0,0.0 ± nan
BF,2_vs_0,ors,0.6926327840419602,,inf,inf,inf,0.0102074332347962,0.01 ± 0.01,0.0 ± nan
BF,2_vs_0,rash,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,2_vs_0,zinc,1.0,,inf,inf,inf,0.002245508982035925,0.0 ± 0.0,0.0 ± nan
BF,1_vs_4,antibiotic,0.18707600928471768,,0.49322483496957403,-1.0196826504073815,-0.30695506383077087,-0.021074686025561132,0.02 ± 0.02,0.04 ± 0.04
BF,1_vs_4,base_temp,0.26558541247905965,,1.0046896551724136,0.006749927187178815,0.0020319305518886276,0.1699999999999946,36.42 ± 0.28,36.25 ± 0.23
BF,1_vs_4,comp_cookies.ruti.bread,0.5379613269310302,,0.22458245508978733,-2.154682869480307,-0.6486241748569114,-0.04479108829601053,0.01 ± 0.02,0.06 ± 0.12
BF,1_vs_4,comp_halwa,0.2683816272927607,,inf,inf,inf,0.00504731861198738,0.01 ± 0.01,0.0 ± 0.0
BF,1_vs_4,comp_khichuri,0.5576430125207378,,2.4671242238116755,1.302830359563877,0.39219101749041696,0.03443951319220634,0.06 ± 0.09,0.02 ± 0.03
BF,1_vs_4,comp_none,0.6548863008048,,0.8585841804467221,-0.21996850374769886,-0.06621711772938221,-0.0066506764444630925,0.04 ± 0.09,0.05 ± 0.08
BF,1_vs_4,comp_others,0.1222113145494763,,0.3231128772254407,-1.629889846484395,-0.4906457334199644,-0.02375815157049807,0.01 ± 0.02,0.04 ± 0.03
BF,1_vs_4,comp_rice.and.curry,0.3543123543123543,,1.10602107835491,0.14537888046260752,0.04376340375529318,0.07589109156785678,0.79 ± 0.36,0.72 ± 0.25
BF,1_vs_4,comp_suji,1.0,,0.656398484239788,-0.6073561875138993,-0.18283243049380124,-0.03990774328419229,0.08 ± 0.15,0.12 ± 0.21
BF,1_vs_4,comp_tea.drinks.juice,0.42840791648186904,,0.9422126906148279,-0.08587533116450619,-0.025851050568094246,-0.0002702637768864334,0.0 ± 0.01,0.0 ± 0.01
BF,1_vs_4,cough,0.8776296881224455,,1.512321583259123,0.5967649499044769,0.17964415028216063,0.014657188101473852,0.04 ± 0.07,0.03 ± 0.03
BF,1_vs_4,days_to_recovery,,,1.6013513513513513,0.6792898832693093,0.20448663061514646,29.666666666666664,79.0 ± nan,49.33 ± 24.68
BF,1_vs_4,diarrhoea,0.8252528187404617,,1.0002929437020929,0.00042256653518791566,0.0001272052022553618,1.5674598579595855e-05,0.05 ± 0.1,0.05 ± 0.08
